data_entrada_brasil;data_cadastro;dif_dtcad_dtingr_meses;sexo;fx_etaria;pais_origem;distrito_moradia;regiao;condicoes_moradia;cidade_ingresso;cor_raca;escolaridade;situacao_migratoria;fonte_renda;sabendo_crai;demanda_1
11/06/2015;22/10/2018;40;Masculino;30 a 39 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
21/10/2018;24/10/2018;0;Feminino;30 a 39 anos;Angola;Outro Município;Outro Município;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio incompleto;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
14/11/2015;24/10/2018;35;Masculino;18 a 29 anos;Angola;Santana;norte;Ocupação;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
27/02/2016;25/10/2018;31;Feminino;18 a 29 anos;Angola;José Bonifácio;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto permanente;Desempregado;Instituições ou organizações;Regularização migratória
27/02/2016;25/10/2018;31;Feminino;0 a 11 anos;Angola;José Bonifácio;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Visto permanente;Desempregado;Instituições ou organizações;Regularização migratória
27/02/2016;25/10/2018;31;Masculino;0 a 11 anos;Angola;José Bonifácio;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Visto permanente;Desempregado;Instituições ou organizações;Regularização migratória
27/02/2016;25/10/2018;31;Masculino;0 a 11 anos;Angola;José Bonifácio;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Visto permanente;Desempregado;Instituições ou organizações;Regularização migratória
31/03/2016;25/10/2018;30;Feminino;30 a 39 anos;Angola;Brás;leste;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
17/10/2018;26/10/2018;0;Masculino;30 a 39 anos;Angola;Guaianases;leste;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
17/10/2018;29/10/2018;0;Masculino;18 a 29 anos;Angola;Santa Cecília;centro;Outros;Brasiléia;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
14/10/2018;30/10/2018;0;Masculino;40 a 49 anos;Angola;Penha;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
16/10/2018;30/10/2018;0;Feminino;18 a 29 anos;Angola;Bela Vista;centro;Em situação de rua;Guarulhos;Preta;Outros;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
16/11/2017;30/10/2018;11;Feminino;18 a 29 anos;Angola;Ipiranga;sul;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
23/11/2015;31/10/2018;35;Feminino;40 a 49 anos;Angola;Brás;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
29/12/2011;01/11/2018;82;Feminino;30 a 39 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Visto permanente;Desempregado;Instituições ou organizações;Demandas diversas
19/01/2018;05/11/2018;9;Masculino;30 a 39 anos;Angola;Bela Vista;centro;Casa de parente ou amigo;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
03/12/2017;05/11/2018;11;Masculino;40 a 49 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
23/03/2016;05/11/2018;31;Feminino;18 a 29 anos;Angola;Bela Vista;centro;Centro de Acolhida;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Reinserção no mercado de trabalho
05/09/2017;06/11/2018;14;Feminino;18 a 29 anos;Angola;Vila Prudente;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
15/01/2013;06/11/2018;69;Masculino;40 a 49 anos;Angola;Cangaíba;leste;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
11/02/2016;06/11/2018;32;Masculino;40 a 49 anos;Angola;Pari;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
15/01/2013;07/11/2018;69;Feminino;30 a 39 anos;Angola;Cangaíba;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
24/08/2015;07/11/2018;38;Feminino;18 a 29 anos;Angola;Penha;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
08/04/2016;08/11/2018;31;Feminino;30 a 39 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
09/10/2018;08/11/2018;0;Masculino;18 a 29 anos;Angola;Sé;centro;Ocupação;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Não informado;Vaga em Centro de Acolhida
09/10/2018;09/11/2018;1;Masculino;18 a 29 anos;Angola;Santana;norte;Ocupação;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Não informado;Vaga em Centro de Acolhida
09/01/1970;12/11/2018;586;Masculino;40 a 49 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Instituições ou organizações;Regularização migratória
15/11/2016;12/11/2018;23;Masculino;12 a 17 anos;Angola;Itaquera;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
15/11/2016;12/11/2018;23;Masculino;12 a 17 anos;Angola;Itaquera;leste;Igreja ou Instituição religiosa;Rio de Janeiro;Preta;Ensino fundamental completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
17/09/2016;12/11/2018;25;Masculino;18 a 29 anos;Angola;Ipiranga;sul;Casa de parente ou amigo;Guarulhos;Preta;Ensino superior incompleto;Solicitante de refúgio;Desempregado;Não informado;Vaga em Centro de Acolhida
27/03/2018;13/11/2018;7;Masculino;50 a 59 anos;Angola;Outro Município;Outro Município;Centro de Acolhida;São Paulo;Preta;Ensino superior incompleto;Indocumentado/ Irregular;Desempregado;Não informado;Vaga em Centro de Acolhida
29/08/2017;13/11/2018;14;Masculino;18 a 29 anos;Angola;Jardim Ângela;sul;Casa de parente ou amigo;São Paulo;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Não informado;Documentos
26/03/2016;14/11/2018;31;Feminino;50 a 59 anos;Angola;Santana;norte;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
23/12/1992;19/11/2018;310;Masculino;40 a 49 anos;Angola;Butantã;oeste;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Refugiado;Desempregado;Instituições ou organizações;Regularização migratória
20/04/2017;19/11/2018;18;Masculino;18 a 29 anos;Angola;Cangaíba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
20/04/2017;19/11/2018;18;Masculino;18 a 29 anos;Angola;Cangaíba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
21/09/2016;19/11/2018;25;Feminino;18 a 29 anos;Angola;Cangaíba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
18/04/2015;21/11/2018;43;Masculino;18 a 29 anos;Angola;Tatuapé;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador CLT;Serviço público;Regularização migratória
21/09/2016;21/11/2018;26;Masculino;0 a 11 anos;Angola;Cangaíba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
15/11/2016;22/11/2018;24;Masculino;40 a 49 anos;Angola;Cangaíba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
17/11/2018;22/11/2018;0;Feminino;18 a 29 anos;Angola;Outro Município;Outro Município;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
01/02/2016;23/11/2018;33;Feminino;18 a 29 anos;Angola;Grajaú;sul;Aluguel ou pensão;Guarulhos;Preta;Ensino superior incompleto;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
21/10/2018;23/11/2018;1;Masculino;18 a 29 anos;Angola;Campo Limpo;sul;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Orientação jurídica
23/11/2018;26/11/2018;0;Feminino;30 a 39 anos;Angola;Outro Município;Outro Município;Igreja ou Instituição religiosa;Guarulhos;Preta;Ensino fundamental completo;Visto de turismo;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
24/11/2015;27/11/2018;36;Feminino;18 a 29 anos;Angola;Outro Município;Outro Município;Em situação de rua;Rio de Janeiro;Preta;Ensino médio incompleto;Visto permanente;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
22/03/2017;28/11/2018;20;Masculino;40 a 49 anos;Angola;Sapopemba;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
09/05/2013;28/11/2018;66;Masculino;12 a 17 anos;Angola;Itaquera;leste;Casa de parente ou amigo;Guarulhos;Preta;Ensino fundamental incompleto;Visto permanente;Desempregado;Não informado;Demandas diversas
20/06/2015;28/11/2018;41;Feminino;30 a 39 anos;Angola;Santana;norte;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
16/06/2013;30/11/2018;65;Feminino;18 a 29 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
22/04/2016;03/12/2018;31;Feminino;30 a 39 anos;Angola;Pari;leste;Centro de Acolhida;Guarulhos;Preta;Ensino médio completo;Refugiado;Desempregado;Amigos ou parentes;Documentos
29/08/2017;03/12/2018;15;Masculino;18 a 29 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
21/11/2018;04/12/2018;0;Feminino;18 a 29 anos;Angola;Itaim Paulista;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto de turismo;Desempregado;Outros;Regularização migratória
10/02/2015;04/12/2018;45;Feminino;18 a 29 anos;Angola;Outro Município;Outro Município;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio incompleto;Visto permanente;Desempregado;Amigos ou parentes;Documentos
15/11/2016;04/12/2018;24;Masculino;40 a 49 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Outros;Indocumentado/ Irregular;Desempregado;Outros;Regularização migratória
16/03/2016;05/12/2018;32;Masculino;18 a 29 anos;Angola;São Mateus;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
27/03/2016;05/12/2018;32;Feminino;40 a 49 anos;Angola;São Mateus;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
03/12/2018;05/12/2018;0;Masculino;30 a 39 anos;Angola;Outro Município;Outro Município;Casa de parente ou amigo;Não informado;Preta;Ensino médio incompleto;Outros;Desempregado;Amigos ou parentes;Regularização migratória
03/12/2018;05/12/2018;0;Masculino;18 a 29 anos;Angola;Cambuci;centro;Casa de parente ou amigo;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Não informado;Regularização migratória
01/12/2018;06/12/2018;0;Feminino;18 a 29 anos;Angola;Outro Município;Outro Município;Casa de parente ou amigo;Rio Branco;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
02/10/2017;06/12/2018;14;Masculino;30 a 39 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
24/09/2016;07/12/2018;26;Masculino;18 a 29 anos;Angola;Guaianases;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Orientação jurídica
02/10/2017;07/12/2018;14;Feminino;18 a 29 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
04/12/2018;07/12/2018;0;Feminino;30 a 39 anos;Angola;Artur Alvim;leste ;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
27/04/2015;10/12/2018;43;Masculino;40 a 49 anos;Angola;Sé;centro;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Outros;Regularização migratória
07/07/2009;10/12/2018;113;Feminino;40 a 49 anos;Angola;José Bonifácio;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Instituições ou organizações;Regularização migratória
30/09/2015;10/12/2018;38;Feminino;40 a 49 anos;Angola;São Mateus;leste;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Visto permanente;Desempregado;Instituições ou organizações;Regularização migratória
31/03/2016;11/12/2018;32;Masculino;30 a 39 anos;Angola;Guaianases;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
05/05/2014;12/12/2018;55;Masculino;18 a 29 anos;Angola;Guaianases;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
28/02/2012;12/12/2018;81;Feminino;30 a 39 anos;Angola;Cachoeirinha;norte;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
28/02/2012;12/12/2018;81;Feminino;30 a 39 anos;Angola;Cachoeirinha;norte;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
30/08/2018;12/12/2018;3;Feminino;18 a 29 anos;Angola;Campo Limpo;sul;Aluguel ou pensão;Guarulhos;Preta;Outros;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
14/10/2018;13/12/2018;1;Masculino;40 a 49 anos;Angola;Santana;norte;Hotel;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
31/05/2018;13/12/2018;6;Feminino;40 a 49 anos;Angola;Brás;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto temporário;Desempregado;Instituições ou organizações;Regularização migratória
31/05/2018;13/12/2018;6;Feminino;40 a 49 anos;Angola;Brás;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto temporário;Desempregado;Instituições ou organizações;Regularização migratória
16/05/2017;14/12/2018;18;Masculino;30 a 39 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
05/04/2016;14/12/2018;32;Masculino;18 a 29 anos;Angola;Bom Retiro;centro;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
26/02/2016;17/12/2018;33;Masculino;18 a 29 anos;Angola;Jardim Paulista;oeste;Casa de parente ou amigo;São Paulo;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Não informado;Regularização migratória
10/11/2016;19/12/2018;25;Masculino;18 a 29 anos;Angola;Bela Vista;centro;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Outros;Regularização migratória
24/09/2014;27/12/2018;51;Masculino;40 a 49 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
24/02/2014;03/01/2019;58;Masculino;30 a 39 anos;Angola;Penha;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
29/12/2018;04/01/2019;0;Masculino;40 a 49 anos;Angola;Outro Município;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
20/02/2015;08/01/2019;46;Masculino;12 a 17 anos;Angola;Brás;leste;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
